"","zone","label_id"
"5240","MACKAY/CAPRICORN","22-102"
"5241","MACKAY/CAPRICORN","22-111"
"5242","MACKAY/CAPRICORN","20-314"
"5243","MACKAY/CAPRICORN","20-309"
"5244","MACKAY/CAPRICORN","20-315a"
"5245","MACKAY/CAPRICORN","20-158"
"5246","MACKAY/CAPRICORN","20-160"
"5247","MACKAY/CAPRICORN","20-162"
"5248","MACKAY/CAPRICORN","20-153"
"5249","MACKAY/CAPRICORN","20-156"
"5250","MACKAY/CAPRICORN","20-163"
"5251","MACKAY/CAPRICORN","20-174"
"5252","MACKAY/CAPRICORN","20-166"
"5253","MACKAY/CAPRICORN","20-175"
"5254","MACKAY/CAPRICORN","20-165"
"5255","MACKAY/CAPRICORN","20-170"
"5256","MACKAY/CAPRICORN","20-230"
"5258","MACKAY/CAPRICORN","20-276"
"5259","MACKAY/CAPRICORN","20-340"
"5260","MACKAY/CAPRICORN","20-167"
"5261","MACKAY/CAPRICORN","20-172"
"5262","MACKAY/CAPRICORN","20-273"
"5263","MACKAY/CAPRICORN","20-275"
"5264","MACKAY/CAPRICORN","22-115"
"5265","MACKAY/CAPRICORN","22-116"
"5266","MACKAY/CAPRICORN","22-121"
"5267","MACKAY/CAPRICORN","21-589"
"5268","MACKAY/CAPRICORN","22-113"
"5269","MACKAY/CAPRICORN","20-229"
"5270","MACKAY/CAPRICORN","20-269"
"5271","MACKAY/CAPRICORN","20-352"
"5272","MACKAY/CAPRICORN","20-357"
"5273","MACKAY/CAPRICORN","20-359"
"5274","MACKAY/CAPRICORN","20-355"
"5275","MACKAY/CAPRICORN","20-187"
"5276","MACKAY/CAPRICORN","20-362"
"5277","MACKAY/CAPRICORN","20-365"
"5278","MACKAY/CAPRICORN","20-366"
"5279","MACKAY/CAPRICORN","20-361"
"5281","MACKAY/CAPRICORN","20-367"
"5283","MACKAY/CAPRICORN","20-370a"
"5284","MACKAY/CAPRICORN","20-370b"
"5285","MACKAY/CAPRICORN","20-371"
"5286","MACKAY/CAPRICORN","20-372"
"5287","MACKAY/CAPRICORN","20-190"
"5288","MACKAY/CAPRICORN","20-369d"
"5289","MACKAY/CAPRICORN","21-624"
"5290","MACKAY/CAPRICORN","21-626"
"5291","MACKAY/CAPRICORN","21-630"
"5292","MACKAY/CAPRICORN","21-631"
"5293","MACKAY/CAPRICORN","21-632"
"5294","MACKAY/CAPRICORN","21-633"
"5295","MACKAY/CAPRICORN","22-145"
"5296","MACKAY/CAPRICORN","20-353"
"5297","MACKAY/CAPRICORN","20-188"
"5298","MACKAY/CAPRICORN","20-184"
"5299","MACKAY/CAPRICORN","20-360"
"5300","MACKAY/CAPRICORN","20-299b"
"5303","MACKAY/CAPRICORN","20-123"
"5304","MACKAY/CAPRICORN","20-124"
"5305","MACKAY/CAPRICORN","20-118"
"5311","MACKAY/CAPRICORN","20-125"
"5312","MACKAY/CAPRICORN","20-126"
"5313","MACKAY/CAPRICORN","20-220"
"5314","MACKAY/CAPRICORN","21-538"
"5315","MACKAY/CAPRICORN","22-078"
"5316","MACKAY/CAPRICORN","21-542"
"5317","MACKAY/CAPRICORN","21-677"
"5318","MACKAY/CAPRICORN","21-679"
"5319","MACKAY/CAPRICORN","21-681"
"5321","MACKAY/CAPRICORN","20-201"
"5322","MACKAY/CAPRICORN","20-310"
"5323","MACKAY/CAPRICORN","20-215"
"5324","MACKAY/CAPRICORN","20-217"
"5325","MACKAY/CAPRICORN","20-218"
"5327","MACKAY/CAPRICORN","20-222"
"5328","MACKAY/CAPRICORN","20-257a"
"5331","MACKAY/CAPRICORN","20-277c"
"5332","MACKAY/CAPRICORN","20-279a"
"5333","MACKAY/CAPRICORN","20-277b"
"5334","MACKAY/CAPRICORN","20-194a"
"5335","MACKAY/CAPRICORN","22-100"
"5336","MACKAY/CAPRICORN","21-559"
"5337","MACKAY/CAPRICORN","21-560"
"5338","MACKAY/CAPRICORN","21-721"
"5339","MACKAY/CAPRICORN","21-725"
"5340","MACKAY/CAPRICORN","21-726"
"5341","MACKAY/CAPRICORN","20-219b"
"5342","MACKAY/CAPRICORN","20-253c"
"5343","MACKAY/CAPRICORN","20-336"
"5344","MACKAY/CAPRICORN","20-270a"
"5345","MACKAY/CAPRICORN","20-192"
"5346","MACKAY/CAPRICORN","21-586"
"5347","MACKAY/CAPRICORN","21-590"
"5348","MACKAY/CAPRICORN","21-592"
"5349","MACKAY/CAPRICORN","21-593"
"5350","MACKAY/CAPRICORN","21-587"
"5351","MACKAY/CAPRICORN","21-588"
"5352","MACKAY/CAPRICORN","21-591"
"5353","MACKAY/CAPRICORN","20-227"
"5354","MACKAY/CAPRICORN","20-227"
"5355","MACKAY/CAPRICORN","20-341"
"5356","MACKAY/CAPRICORN","20-182"
"5358","MACKAY/CAPRICORN","20-185a"
"5359","MACKAY/CAPRICORN","20-185b"
"5360","MACKAY/CAPRICORN","20-186"
"5361","MACKAY/CAPRICORN","20-193"
"5362","MACKAY/CAPRICORN","20-194b"
"5363","MACKAY/CAPRICORN","20-189"
"5364","MACKAY/CAPRICORN","20-195"
"5366","MACKAY/CAPRICORN","20-191"
"5368","MACKAY/CAPRICORN","20-213"
"5369","MACKAY/CAPRICORN","21-627"
"5370","MACKAY/CAPRICORN","21-635"
"5371","MACKAY/CAPRICORN","21-801"
"5372","MACKAY/CAPRICORN","21-804"
"5373","MACKAY/CAPRICORN","21-634"
"5374","MACKAY/CAPRICORN","21-805"
"5375","MACKAY/CAPRICORN","21-808"
"5376","MACKAY/CAPRICORN","21-810"
"5377","MACKAY/CAPRICORN","21-811"
"5378","MACKAY/CAPRICORN","22-064"
"5379","MACKAY/CAPRICORN","20-185c"
"5382","MACKAY/CAPRICORN","20-511"
"5384","MACKAY/CAPRICORN","20-247"
"5385","MACKAY/CAPRICORN","20-248"
"5387","MACKAY/CAPRICORN","20-214"
"5388","MACKAY/CAPRICORN","20-216"
"5389","MACKAY/CAPRICORN","20-251"
"5390","MACKAY/CAPRICORN","21-539"
"5391","MACKAY/CAPRICORN","21-544"
"5392","MACKAY/CAPRICORN","21-678"
"5393","MACKAY/CAPRICORN","21-680"
"5394","MACKAY/CAPRICORN","21-683"
"5395","MACKAY/CAPRICORN","21-685"
"5396","MACKAY/CAPRICORN","21-687"
"5397","MACKAY/CAPRICORN","20-132"
"5398","MACKAY/CAPRICORN","20-315b"
"5399","MACKAY/CAPRICORN","20-315c"
"5400","MACKAY/CAPRICORN","20-223"
"5401","MACKAY/CAPRICORN","20-255"
"5402","MACKAY/CAPRICORN","20-274"
"5403","MACKAY/CAPRICORN","20-262a"
"5404","MACKAY/CAPRICORN","20-262b"
"5405","MACKAY/CAPRICORN","20-221"
"5406","MACKAY/CAPRICORN","20-224"
"5407","MACKAY/CAPRICORN","21-708"
"5408","MACKAY/CAPRICORN","21-711"
"5409","MACKAY/CAPRICORN","21-562"
"5410","MACKAY/CAPRICORN","21-564"
"5411","MACKAY/CAPRICORN","21-724"
"5412","MACKAY/CAPRICORN","21-729"
"5413","MACKAY/CAPRICORN","22-024"
"5414","MACKAY/CAPRICORN","20-219a"
"5415","MACKAY/CAPRICORN","20-270b"
"5416","MACKAY/CAPRICORN","20-346"
"5417","MACKAY/CAPRICORN","20-339b"
"5419","MACKAY/CAPRICORN","21-713"
"5420","MACKAY/CAPRICORN","21-558"
"5421","MACKAY/CAPRICORN","21-568"
"5422","MACKAY/CAPRICORN","21-715"
"5423","MACKAY/CAPRICORN","21-717"
"5424","MACKAY/CAPRICORN","21-718"
"5425","MACKAY/CAPRICORN","21-720"
"5426","MACKAY/CAPRICORN","21-759"
"5427","MACKAY/CAPRICORN","21-760"
"5428","MACKAY/CAPRICORN","21-762"
"5429","MACKAY/CAPRICORN","21-432"
"5430","MACKAY/CAPRICORN","21-434"
"5431","MACKAY/CAPRICORN","21-368"
"5432","MACKAY/CAPRICORN","21-457"
"5433","MACKAY/CAPRICORN","21-459"
"5434","MACKAY/CAPRICORN","21-461"
"5435","MACKAY/CAPRICORN","21-437"
"5436","MACKAY/CAPRICORN","21-150"
"5437","MACKAY/CAPRICORN","21-463"
"5438","MACKAY/CAPRICORN","21-464"
"5439","MACKAY/CAPRICORN","21-472"
"5440","MACKAY/CAPRICORN","21-174"
"5441","MACKAY/CAPRICORN","22-052"
"5442","MACKAY/CAPRICORN","22-054"
"5443","MACKAY/CAPRICORN","21-819"
"5444","MACKAY/CAPRICORN","21-820"
"5445","MACKAY/CAPRICORN","21-821"
"5446","MACKAY/CAPRICORN","21-822"
"5447","MACKAY/CAPRICORN","22-068"
"5448","MACKAY/CAPRICORN","21-751"
"5449","MACKAY/CAPRICORN","21-752"
"5450","MACKAY/CAPRICORN","21-755"
"5451","MACKAY/CAPRICORN","21-781"
"5452","MACKAY/CAPRICORN","21-785"
"5453","MACKAY/CAPRICORN","22-053a"
"5454","MACKAY/CAPRICORN","22-056"
"5455","MACKAY/CAPRICORN","22-057"
"5456","MACKAY/CAPRICORN","21-460"
"5457","MACKAY/CAPRICORN","21-462"
"5458","MACKAY/CAPRICORN","21-458"
"5459","MACKAY/CAPRICORN","21-367"
"5460","MACKAY/CAPRICORN","21-481"
"5461","MACKAY/CAPRICORN","21-196"
"5462","MACKAY/CAPRICORN","21-175"
"5463","MACKAY/CAPRICORN","21-178"
"5464","MACKAY/CAPRICORN","21-200"
"5465","MACKAY/CAPRICORN","21-202"
"5466","MACKAY/CAPRICORN","21-204"
"5467","MACKAY/CAPRICORN","21-205"
"5468","MACKAY/CAPRICORN","21-492"
"5469","MACKAY/CAPRICORN","22-069"
"5470","MACKAY/CAPRICORN","22-070"
"5471","MACKAY/CAPRICORN","21-699"
"5472","MACKAY/CAPRICORN","21-701"
"5473","MACKAY/CAPRICORN","21-694"
"5474","MACKAY/CAPRICORN","21-696"
"5475","MACKAY/CAPRICORN","22-053b"
"5476","MACKAY/CAPRICORN","22-058"
"5477","MACKAY/CAPRICORN","21-827"
"5478","MACKAY/CAPRICORN","22-074"
"5479","MACKAY/CAPRICORN","22-075"
"5480","MACKAY/CAPRICORN","21-197"
"5481","MACKAY/CAPRICORN","21-198"
"5482","MACKAY/CAPRICORN","21-195"
"5483","MACKAY/CAPRICORN","21-192"
"5484","MACKAY/CAPRICORN","21-203"
"5485","MACKAY/CAPRICORN","21-225"
"5486","MACKAY/CAPRICORN","21-219"
"5487","MACKAY/CAPRICORN","21-222"
"5488","MACKAY/CAPRICORN","21-228"
"5489","MACKAY/CAPRICORN","21-207"
"5490","MACKAY/CAPRICORN","21-293"
"5491","MACKAY/CAPRICORN","21-297b"
"5492","MACKAY/CAPRICORN","21-232"
"5493","MACKAY/CAPRICORN","21-226"
"5494","MACKAY/CAPRICORN","21-501"
"5495","MACKAY/CAPRICORN","21-503"
"5496","MACKAY/CAPRICORN","21-153"
"5497","MACKAY/CAPRICORN","22-016"
"5498","MACKAY/CAPRICORN","22-017"
"5499","MACKAY/CAPRICORN","22-018"
"5500","MACKAY/CAPRICORN","22-015"
"5501","MACKAY/CAPRICORN","22-088b"
"5502","MACKAY/CAPRICORN","22-031"
"5503","MACKAY/CAPRICORN","22-073"
"5504","MACKAY/CAPRICORN","21-705"
"5505","MACKAY/CAPRICORN","21-709"
"5506","MACKAY/CAPRICORN","21-221"
"5507","MACKAY/CAPRICORN","21-224"
"5508","MACKAY/CAPRICORN","21-510"
"5509","MACKAY/CAPRICORN","21-231"
"5510","MACKAY/CAPRICORN","21-520"
"5511","MACKAY/CAPRICORN","21-439"
"5512","MACKAY/CAPRICORN","21-444"
"5513","MACKAY/CAPRICORN","21-504"
"5514","MACKAY/CAPRICORN","21-151"
"5515","MACKAY/CAPRICORN","21-440"
"5516","MACKAY/CAPRICORN","21-441"
"5517","MACKAY/CAPRICORN","21-251"
"5518","MACKAY/CAPRICORN","22-032"
"5519","MACKAY/CAPRICORN","21-739"
"5520","MACKAY/CAPRICORN","22-033"
"5521","MACKAY/CAPRICORN","22-034"
"5522","MACKAY/CAPRICORN","22-131"
"5523","MACKAY/CAPRICORN","22-092"
"5524","MACKAY/CAPRICORN","22-036"
"5525","MACKAY/CAPRICORN","22-037"
"5526","MACKAY/CAPRICORN","22-035"
"5527","MACKAY/CAPRICORN","22-038"
"5528","MACKAY/CAPRICORN","22-040"
"5529","MACKAY/CAPRICORN","21-515"
"5530","MACKAY/CAPRICORN","21-518"
"5531","MACKAY/CAPRICORN","21-243"
"5532","MACKAY/CAPRICORN","21-468"
"5533","MACKAY/CAPRICORN","21-171"
"5534","MACKAY/CAPRICORN","21-157"
"5535","MACKAY/CAPRICORN","21-465"
"5536","MACKAY/CAPRICORN","21-180"
"5537","MACKAY/CAPRICORN","21-177"
"5538","MACKAY/CAPRICORN","21-297c"
"5539","MACKAY/CAPRICORN","22-126"
"5540","MACKAY/CAPRICORN","21-604"
"5541","MACKAY/CAPRICORN","22-128"
"5542","MACKAY/CAPRICORN","22-129"
"5543","MACKAY/CAPRICORN","21-524"
"5544","MACKAY/CAPRICORN","21-526"
"5545","MACKAY/CAPRICORN","22-108"
"5546","MACKAY/CAPRICORN","22-132"
"5547","MACKAY/CAPRICORN","22-134"
"5548","MACKAY/CAPRICORN","22-135"
"5549","MACKAY/CAPRICORN","22-136"
"5550","MACKAY/CAPRICORN","21-173"
"5551","MACKAY/CAPRICORN","21-268"
"5552","MACKAY/CAPRICORN","21-285"
"5553","MACKAY/CAPRICORN","21-286"
"5554","MACKAY/CAPRICORN","21-287"
"5555","MACKAY/CAPRICORN","21-288"
"5556","MACKAY/CAPRICORN","22-067"
"5557","MACKAY/CAPRICORN","21-519"
"5558","MACKAY/CAPRICORN","21-636"
"5559","MACKAY/CAPRICORN","21-522"
"5560","MACKAY/CAPRICORN","22-012"
"5561","MACKAY/CAPRICORN","22-013"
"5562","MACKAY/CAPRICORN","22-071"
"5563","MACKAY/CAPRICORN","21-532"
"5564","MACKAY/CAPRICORN","21-535"
"5565","MACKAY/CAPRICORN","21-655"
"5566","MACKAY/CAPRICORN","22-019"
"5567","MACKAY/CAPRICORN","22-089"
"5568","MACKAY/CAPRICORN","21-611"
"5569","MACKAY/CAPRICORN","22-076"
"5570","MACKAY/CAPRICORN","21-531"
"5571","MACKAY/CAPRICORN","21-533"
"5572","MACKAY/CAPRICORN","21-540"
"5573","MACKAY/CAPRICORN","21-541"
"5574","MACKAY/CAPRICORN","21-543"
"5575","MACKAY/CAPRICORN","21-289a"
"5576","MACKAY/CAPRICORN","21-201"
"5577","MACKAY/CAPRICORN","21-284"
"5578","MACKAY/CAPRICORN","21-307"
"5579","MACKAY/CAPRICORN","21-308"
"5580","MACKAY/CAPRICORN","21-309"
"5581","MACKAY/CAPRICORN","22-014"
"5582","MACKAY/CAPRICORN","22-081"
"5583","MACKAY/CAPRICORN","22-084"
"5585","MACKAY/CAPRICORN","22-083"
"5586","MACKAY/CAPRICORN","22-085"
"5587","MACKAY/CAPRICORN","22-086"
"5588","MACKAY/CAPRICORN","22-091"
"5589","MACKAY/CAPRICORN","22-103"
"5590","MACKAY/CAPRICORN","22-104b"
"5591","MACKAY/CAPRICORN","22-104c"
"5592","MACKAY/CAPRICORN","22-105"
"5593","MACKAY/CAPRICORN","21-670"
"5594","MACKAY/CAPRICORN","22-088a"
"5595","MACKAY/CAPRICORN","21-310"
"5596","MACKAY/CAPRICORN","21-229"
"5597","MACKAY/CAPRICORN","21-306"
"5598","MACKAY/CAPRICORN","21-312"
"5599","MACKAY/CAPRICORN","21-314"
"5600","MACKAY/CAPRICORN","21-246"
"5601","MACKAY/CAPRICORN","21-247"
"5602","MACKAY/CAPRICORN","21-176"
"5603","MACKAY/CAPRICORN","22-097"
"5604","MACKAY/CAPRICORN","22-098"
"5605","MACKAY/CAPRICORN","21-565"
"5606","MACKAY/CAPRICORN","21-569"
"5607","MACKAY/CAPRICORN","21-731"
"5608","MACKAY/CAPRICORN","21-733"
"5609","MACKAY/CAPRICORN","21-597"
"5610","MACKAY/CAPRICORN","21-598"
"5611","MACKAY/CAPRICORN","21-600"
"5612","MACKAY/CAPRICORN","22-101"
"5613","MACKAY/CAPRICORN","22-107"
"5614","MACKAY/CAPRICORN","22-110"
"5615","MACKAY/CAPRICORN","21-571"
"5616","MACKAY/CAPRICORN","22-130"
"5617","MACKAY/CAPRICORN","21-603"
"5618","MACKAY/CAPRICORN","21-605"
"5619","MACKAY/CAPRICORN","21-606"
"5620","MACKAY/CAPRICORN","21-561"
"5621","MACKAY/CAPRICORN","22-114"
"5622","MACKAY/CAPRICORN","22-117"
"5623","MACKAY/CAPRICORN","22-104a"
"5624","MACKAY/CAPRICORN","22-109"
"5625","MACKAY/CAPRICORN","21-614"
"5626","MACKAY/CAPRICORN","21-250a"
"5627","MACKAY/CAPRICORN","21-244"
"5628","MACKAY/CAPRICORN","21-245"
"5629","MACKAY/CAPRICORN","21-516"
"5630","MACKAY/CAPRICORN","21-172"
"5631","MACKAY/CAPRICORN","21-262a"
"5632","MACKAY/CAPRICORN","21-369"
"5633","MACKAY/CAPRICORN","21-599"
"5634","MACKAY/CAPRICORN","22-123"
"5635","MACKAY/CAPRICORN","21-594"
"5636","MACKAY/CAPRICORN","21-601"
"5637","MACKAY/CAPRICORN","21-763"
"5638","MACKAY/CAPRICORN","21-756"
"5639","MACKAY/CAPRICORN","21-527"
"5640","MACKAY/CAPRICORN","21-638"
"5641","MACKAY/CAPRICORN","21-607"
"5642","MACKAY/CAPRICORN","21-608"
"5643","MACKAY/CAPRICORN","21-609"
"5644","MACKAY/CAPRICORN","21-610"
"5645","MACKAY/CAPRICORN","21-612"
"5646","MACKAY/CAPRICORN","21-613"
"5647","MACKAY/CAPRICORN","21-615"
"5648","MACKAY/CAPRICORN","21-656"
"5649","MACKAY/CAPRICORN","21-657"
"5650","MACKAY/CAPRICORN","21-529"
"5651","MACKAY/CAPRICORN","21-530"
"5652","MACKAY/CAPRICORN","21-583"
"5653","MACKAY/CAPRICORN","21-616"
"5654","MACKAY/CAPRICORN","21-619"
"5655","MACKAY/CAPRICORN","21-620"
"5656","MACKAY/CAPRICORN","22-137"
"5657","MACKAY/CAPRICORN","22-133"
"5658","MACKAY/CAPRICORN","21-623"
"5659","MACKAY/CAPRICORN","21-625"
"5660","MACKAY/CAPRICORN","21-628"
"5661","MACKAY/CAPRICORN","21-791"
"5662","MACKAY/CAPRICORN","21-370"
"5663","MACKAY/CAPRICORN","21-266"
"5664","MACKAY/CAPRICORN","21-263"
"5665","MACKAY/CAPRICORN","21-292"
"5666","MACKAY/CAPRICORN","21-391d"
"5667","MACKAY/CAPRICORN","21-392"
"5668","MACKAY/CAPRICORN","21-523"
"5669","MACKAY/CAPRICORN","21-629"
"5670","MACKAY/CAPRICORN","21-640"
"5671","MACKAY/CAPRICORN","21-641"
"5672","MACKAY/CAPRICORN","21-643"
"5673","MACKAY/CAPRICORN","21-552"
"5674","MACKAY/CAPRICORN","22-082"
"5675","MACKAY/CAPRICORN","21-537"
"5676","MACKAY/CAPRICORN","21-658"
"5677","MACKAY/CAPRICORN","21-659"
"5678","MACKAY/CAPRICORN","21-644"
"5679","MACKAY/CAPRICORN","21-660"
"5680","MACKAY/CAPRICORN","21-665"
"5681","MACKAY/CAPRICORN","21-669"
"5682","MACKAY/CAPRICORN","22-087"
"5683","MACKAY/CAPRICORN","21-545"
"5684","MACKAY/CAPRICORN","21-546"
"5685","MACKAY/CAPRICORN","21-534"
"5686","MACKAY/CAPRICORN","21-536"
"5687","MACKAY/CAPRICORN","21-663"
"5688","MACKAY/CAPRICORN","21-664"
"5689","MACKAY/CAPRICORN","21-671"
"5690","MACKAY/CAPRICORN","21-672"
"5691","MACKAY/CAPRICORN","21-674"
"5692","MACKAY/CAPRICORN","21-675"
"5693","MACKAY/CAPRICORN","21-394"
"5694","MACKAY/CAPRICORN","21-289b"
"5695","MACKAY/CAPRICORN","21-417"
"5696","MACKAY/CAPRICORN","21-313"
"5697","MACKAY/CAPRICORN","21-315"
"5698","MACKAY/CAPRICORN","22-080"
"5699","MACKAY/CAPRICORN","21-551"
"5700","MACKAY/CAPRICORN","21-557"
"5701","MACKAY/CAPRICORN","21-566"
"5702","MACKAY/CAPRICORN","21-758"
"5703","MACKAY/CAPRICORN","21-548"
"5704","MACKAY/CAPRICORN","21-702"
"5705","MACKAY/CAPRICORN","21-704"
"5706","MACKAY/CAPRICORN","21-547"
"5707","MACKAY/CAPRICORN","21-572"
"5708","MACKAY/CAPRICORN","21-573"
"5709","MACKAY/CAPRICORN","21-574"
"5710","MACKAY/CAPRICORN","22-106"
"5711","MACKAY/CAPRICORN","21-563"
"5712","MACKAY/CAPRICORN","22-096"
"5713","MACKAY/CAPRICORN","22-090"
"5714","MACKAY/CAPRICORN","21-554"
"5715","MACKAY/CAPRICORN","21-556"
"5716","MACKAY/CAPRICORN","21-567"
"5717","MACKAY/CAPRICORN","21-714"
"5718","MACKAY/CAPRICORN","21-585"
"5719","MACKAY/CAPRICORN","21-418a"
"5720","MACKAY/CAPRICORN","21-418b"
"5721","MACKAY/CAPRICORN","21-339"
"5722","MACKAY/CAPRICORN","21-340"
"5723","MACKAY/CAPRICORN","21-341"
"5724","MACKAY/CAPRICORN","21-342"
"5725","MACKAY/CAPRICORN","22-099"
"5726","MACKAY/CAPRICORN","21-576"
"5727","MACKAY/CAPRICORN","21-761"
"5728","MACKAY/CAPRICORN","21-764"
"5729","MACKAY/CAPRICORN","21-602"
"5730","MACKAY/CAPRICORN","21-570"
"5731","MACKAY/CAPRICORN","21-578"
"5732","MACKAY/CAPRICORN","21-740"
"5733","MACKAY/CAPRICORN","21-742"
"5734","MACKAY/CAPRICORN","21-743"
"5735","MACKAY/CAPRICORN","21-745"
"5736","MACKAY/CAPRICORN","21-617"
"5737","MACKAY/CAPRICORN","21-618"
"5738","MACKAY/CAPRICORN","21-776"
"5739","MACKAY/CAPRICORN","21-777"
"5740","MACKAY/CAPRICORN","21-778"
"5741","MACKAY/CAPRICORN","21-779"
"5742","MACKAY/CAPRICORN","21-788"
"5743","MACKAY/CAPRICORN","21-584"
"5744","MACKAY/CAPRICORN","21-581"
"5745","MACKAY/CAPRICORN","21-580"
"5746","MACKAY/CAPRICORN","21-582"
"5747","MACKAY/CAPRICORN","21-750"
"5748","MACKAY/CAPRICORN","21-757"
"5749","MACKAY/CAPRICORN","21-621"
"5750","MACKAY/CAPRICORN","21-789"
"5751","MACKAY/CAPRICORN","21-346"
"5752","MACKAY/CAPRICORN","21-264"
"5753","MACKAY/CAPRICORN","21-372"
"5754","MACKAY/CAPRICORN","21-595"
"5755","MACKAY/CAPRICORN","21-768"
"5756","MACKAY/CAPRICORN","21-770"
"5757","MACKAY/CAPRICORN","21-771"
"5758","MACKAY/CAPRICORN","21-772"
"5759","MACKAY/CAPRICORN","21-774"
"5760","MACKAY/CAPRICORN","21-637"
"5761","MACKAY/CAPRICORN","21-639"
"5762","MACKAY/CAPRICORN","21-642"
"5763","MACKAY/CAPRICORN","21-645"
"5764","MACKAY/CAPRICORN","21-780"
"5765","MACKAY/CAPRICORN","21-782"
"5766","MACKAY/CAPRICORN","21-775"
"5767","MACKAY/CAPRICORN","21-783"
"5768","MACKAY/CAPRICORN","21-787"
"5769","MACKAY/CAPRICORN","22-055"
"5770","MACKAY/CAPRICORN","21-661"
"5771","MACKAY/CAPRICORN","21-666"
"5772","MACKAY/CAPRICORN","21-823"
"5773","MACKAY/CAPRICORN","21-825"
"5774","MACKAY/CAPRICORN","21-622"
"5775","MACKAY/CAPRICORN","21-784"
"5776","MACKAY/CAPRICORN","21-792"
"5777","MACKAY/CAPRICORN","21-793"
"5778","MACKAY/CAPRICORN","21-794"
"5779","MACKAY/CAPRICORN","21-795"
"5780","MACKAY/CAPRICORN","21-796"
"5781","MACKAY/CAPRICORN","21-797"
"5782","MACKAY/CAPRICORN","21-786"
"5783","MACKAY/CAPRICORN","21-799"
"5784","MACKAY/CAPRICORN","21-477"
"5785","MACKAY/CAPRICORN","21-373"
"5786","MACKAY/CAPRICORN","21-375"
"5787","MACKAY/CAPRICORN","21-484"
"5788","MACKAY/CAPRICORN","21-485"
"5789","MACKAY/CAPRICORN","21-487"
"5790","MACKAY/CAPRICORN","21-807"
"5791","MACKAY/CAPRICORN","21-809"
"5792","MACKAY/CAPRICORN","21-812"
"5793","MACKAY/CAPRICORN","21-815"
"5794","MACKAY/CAPRICORN","21-816"
"5795","MACKAY/CAPRICORN","21-817"
"5796","MACKAY/CAPRICORN","21-818"
"5797","MACKAY/CAPRICORN","21-814"
"5798","MACKAY/CAPRICORN","21-689"
"5799","MACKAY/CAPRICORN","21-692"
"5800","MACKAY/CAPRICORN","21-693"
"5801","MACKAY/CAPRICORN","21-698"
"5802","MACKAY/CAPRICORN","21-824"
"5803","MACKAY/CAPRICORN","21-826"
"5804","MACKAY/CAPRICORN","21-828"
"5805","MACKAY/CAPRICORN","21-549"
"5806","MACKAY/CAPRICORN","21-550"
"5807","MACKAY/CAPRICORN","21-703"
"5808","MACKAY/CAPRICORN","21-479"
"5809","MACKAY/CAPRICORN","21-482"
"5810","MACKAY/CAPRICORN","21-483"
"5811","MACKAY/CAPRICORN","21-486"
"5812","MACKAY/CAPRICORN","21-488"
"5813","MACKAY/CAPRICORN","21-193"
"5814","MACKAY/CAPRICORN","21-500"
"5815","MACKAY/CAPRICORN","21-502"
"5816","MACKAY/CAPRICORN","21-489"
"5817","MACKAY/CAPRICORN","21-199"
"5818","MACKAY/CAPRICORN","21-553"
"5819","MACKAY/CAPRICORN","21-555"
"5820","MACKAY/CAPRICORN","21-686"
"5821","MACKAY/CAPRICORN","21-695"
"5822","MACKAY/CAPRICORN","21-697"
"5823","MACKAY/CAPRICORN","21-577"
"5824","MACKAY/CAPRICORN","21-734"
"5825","MACKAY/CAPRICORN","21-706"
"5826","MACKAY/CAPRICORN","21-707"
"5827","MACKAY/CAPRICORN","21-700"
"5828","MACKAY/CAPRICORN","21-710"
"5829","MACKAY/CAPRICORN","21-712"
"5830","MACKAY/CAPRICORN","21-575"
"5831","MACKAY/CAPRICORN","21-579"
"5832","MACKAY/CAPRICORN","21-741"
"5833","MACKAY/CAPRICORN","21-744"
"5834","MACKAY/CAPRICORN","21-746"
"5835","MACKAY/CAPRICORN","21-747"
"5836","MACKAY/CAPRICORN","21-749"
"5837","MACKAY/CAPRICORN","21-507"
"5838","MACKAY/CAPRICORN","21-497"
"5839","MACKAY/CAPRICORN","21-508"
"5840","MACKAY/CAPRICORN","21-337"
"5841","MACKAY/CAPRICORN","21-517"
"5842","MACKAY/CAPRICORN","21-438"
"5843","MACKAY/CAPRICORN","21-347"
"5844","MACKAY/CAPRICORN","21-435"
"5845","MACKAY/CAPRICORN","21-445"
"5846","MACKAY/CAPRICORN","21-377"
"5847","MACKAY/CAPRICORN","21-735"
"5848","MACKAY/CAPRICORN","21-736"
"5849","MACKAY/CAPRICORN","21-737"
"5850","MACKAY/CAPRICORN","21-738"
"5851","MACKAY/CAPRICORN","21-728"
"5852","MACKAY/CAPRICORN","21-732"
"5853","MACKAY/CAPRICORN","21-769"
"5854","MACKAY/CAPRICORN","21-773"
"5855","MACKAY/CAPRICORN","22-163"
"5856","MACKAY/CAPRICORN","22-832"
"5857","MACKAY/CAPRICORN","22-833"
"5858","MACKAY/CAPRICORN","22-834"
"5859","MACKAY/CAPRICORN","22-835"
"5860","MACKAY/CAPRICORN","22-829"
"5861","MACKAY/CAPRICORN","22-839"
"5862","MACKAY/CAPRICORN","22-845"
"5863","MACKAY/CAPRICORN","22-846"
"5864","MACKAY/CAPRICORN","22-848"
"5865","MACKAY/CAPRICORN","22-849"
"5866","MACKAY/CAPRICORN","21-469"
"5867","MACKAY/CAPRICORN","21-470"
"5868","MACKAY/CAPRICORN","21-185"
