"","zone","label_id"
"5869","MACKAY/CAPRICORN","21-466"
"5870","MACKAY/CAPRICORN","21-215"
"5871","MACKAY/CAPRICORN","21-208"
"5872","MACKAY/CAPRICORN","21-188"
"5873","MACKAY/CAPRICORN","21-218"
"5874","MACKAY/CAPRICORN","21-213"
"5875","MACKAY/CAPRICORN","21-214"
"5876","MACKAY/CAPRICORN","21-216"
"5877","MACKAY/CAPRICORN","21-220"
"5878","MACKAY/CAPRICORN","22-830"
"5879","MACKAY/CAPRICORN","22-837"
"5880","MACKAY/CAPRICORN","23-009"
"5881","MACKAY/CAPRICORN","23-010"
"5882","MACKAY/CAPRICORN","22-147a"
"5883","MACKAY/CAPRICORN","23-035"
"5884","MACKAY/CAPRICORN","23-033"
"5885","MACKAY/CAPRICORN","23-037"
"5886","MACKAY/CAPRICORN","21-493"
"5887","MACKAY/CAPRICORN","21-211"
"5888","MACKAY/CAPRICORN","21-509"
"5889","MACKAY/CAPRICORN","21-326"
"5890","MACKAY/CAPRICORN","21-325"
"5891","MACKAY/CAPRICORN","21-452"
"5892","MACKAY/CAPRICORN","21-223"
"5893","MACKAY/CAPRICORN","21-217"
"5894","MACKAY/CAPRICORN","21-242b"
"5895","MACKAY/CAPRICORN","21-242c"
"5896","MACKAY/CAPRICORN","21-512"
"5897","MACKAY/CAPRICORN","21-168"
"5898","MACKAY/CAPRICORN","23-008"
"5899","MACKAY/CAPRICORN","23-028"
"5900","MACKAY/CAPRICORN","23-029"
"5901","MACKAY/CAPRICORN","23-026"
"5902","MACKAY/CAPRICORN","23-030"
"5903","MACKAY/CAPRICORN","23-031a"
"5904","MACKAY/CAPRICORN","23-031b"
"5905","MACKAY/CAPRICORN","23-038"
"5906","MACKAY/CAPRICORN","23-039"
"5907","MACKAY/CAPRICORN","23-052b"
"5908","MACKAY/CAPRICORN","23-055b"
"5909","MACKAY/CAPRICORN","21-505"
"5910","MACKAY/CAPRICORN","21-506"
"5911","MACKAY/CAPRICORN","21-162"
"5912","MACKAY/CAPRICORN","21-443"
"5913","MACKAY/CAPRICORN","21-513"
"5914","MACKAY/CAPRICORN","21-450"
"5915","MACKAY/CAPRICORN","21-451"
"5916","MACKAY/CAPRICORN","23-089"
"5917","MACKAY/CAPRICORN","22-160"
"5918","MACKAY/CAPRICORN","22-167"
"5919","MACKAY/CAPRICORN","23-049"
"5920","MACKAY/CAPRICORN","22-842"
"5921","MACKAY/CAPRICORN","22-843"
"5922","MACKAY/CAPRICORN","23-059d"
"5924","MACKAY/CAPRICORN","24-012"
"5925","MACKAY/CAPRICORN","22-841"
"5926","MACKAY/CAPRICORN","22-850"
"5927","MACKAY/CAPRICORN","22-844"
"5929","MACKAY/CAPRICORN","23-064"
"5930","MACKAY/CAPRICORN","21-159"
"5931","MACKAY/CAPRICORN","21-160"
"5932","MACKAY/CAPRICORN","21-161"
"5933","MACKAY/CAPRICORN","21-471"
"5934","MACKAY/CAPRICORN","21-181"
"5935","MACKAY/CAPRICORN","21-167"
"5936","MACKAY/CAPRICORN","21-170"
"5937","MACKAY/CAPRICORN","21-478"
"5938","MACKAY/CAPRICORN","21-480"
"5939","MACKAY/CAPRICORN","21-187"
"5940","MACKAY/CAPRICORN","23-050"
"5941","MACKAY/CAPRICORN","23-059c"
"5942","MACKAY/CAPRICORN","22-836"
"5943","MACKAY/CAPRICORN","22-840"
"5946","MACKAY/CAPRICORN","23-001"
"5947","MACKAY/CAPRICORN","23-012d"
"5948","MACKAY/CAPRICORN","21-182"
"5949","MACKAY/CAPRICORN","21-184"
"5950","MACKAY/CAPRICORN","21-191"
"5951","MACKAY/CAPRICORN","21-271"
"5952","MACKAY/CAPRICORN","21-297d"
"5953","MACKAY/CAPRICORN","21-298"
"5954","MACKAY/CAPRICORN","21-299"
"5955","MACKAY/CAPRICORN","21-189"
"5956","MACKAY/CAPRICORN","21-190"
"5957","MACKAY/CAPRICORN","21-300b"
"5958","MACKAY/CAPRICORN","21-302"
"5959","MACKAY/CAPRICORN","21-304"
"5961","MACKAY/CAPRICORN","23-012a"
"5962","MACKAY/CAPRICORN","23-012b"
"5963","MACKAY/CAPRICORN","23-012c"
"5964","MACKAY/CAPRICORN","23-078"
"5965","MACKAY/CAPRICORN","23-079"
"5966","MACKAY/CAPRICORN","23-011"
"5967","MACKAY/CAPRICORN","23-074d"
"5968","MACKAY/CAPRICORN","21-269"
"5969","MACKAY/CAPRICORN","21-179"
"5970","MACKAY/CAPRICORN","21-206"
"5971","MACKAY/CAPRICORN","21-290"
"5972","MACKAY/CAPRICORN","21-294"
"5973","MACKAY/CAPRICORN","21-300a"
"5974","MACKAY/CAPRICORN","21-295"
"5975","MACKAY/CAPRICORN","21-297a"
"5976","MACKAY/CAPRICORN","21-511"
"5977","MACKAY/CAPRICORN","21-234"
"5978","MACKAY/CAPRICORN","21-328"
"5979","MACKAY/CAPRICORN","21-305"
"5980","MACKAY/CAPRICORN","21-303"
"5981","MACKAY/CAPRICORN","21-514"
"5982","MACKAY/CAPRICORN","21-239"
"5983","MACKAY/CAPRICORN","23-088a"
"5984","MACKAY/CAPRICORN","21-396"
"5985","MACKAY/CAPRICORN","21-399"
"5986","MACKAY/CAPRICORN","21-233"
"5987","MACKAY/CAPRICORN","21-227"
"5988","MACKAY/CAPRICORN","21-235"
"5989","MACKAY/CAPRICORN","21-237"
"5990","MACKAY/CAPRICORN","21-240"
"5991","MACKAY/CAPRICORN","21-236"
"5992","MACKAY/CAPRICORN","21-253"
"5993","MACKAY/CAPRICORN","21-254"
"5994","MACKAY/CAPRICORN","21-242a"
"5995","MACKAY/CAPRICORN","21-336"
"5996","MACKAY/CAPRICORN","21-257"
"5997","MACKAY/CAPRICORN","21-258"
"5998","MACKAY/CAPRICORN","21-169"
"5999","MACKAY/CAPRICORN","23-046"
"6000","MACKAY/CAPRICORN","23-047"
"6001","MACKAY/CAPRICORN","23-048"
"6002","MACKAY/CAPRICORN","24-006"
"6003","MACKAY/CAPRICORN","21-230"
"6004","MACKAY/CAPRICORN","21-154"
"6005","MACKAY/CAPRICORN","21-252"
"6006","MACKAY/CAPRICORN","21-255"
"6007","MACKAY/CAPRICORN","21-248"
"6008","MACKAY/CAPRICORN","21-183"
"6009","MACKAY/CAPRICORN","21-259"
"6010","MACKAY/CAPRICORN","21-262b"
"6011","MACKAY/CAPRICORN","21-164"
"6012","MACKAY/CAPRICORN","21-158"
"6013","MACKAY/CAPRICORN","21-186"
"6014","MACKAY/CAPRICORN","21-270"
"6015","MACKAY/CAPRICORN","21-383"
"6016","MACKAY/CAPRICORN","21-260"
"6017","MACKAY/CAPRICORN","21-194"
"6018","MACKAY/CAPRICORN","21-283"
"6019","MACKAY/CAPRICORN","21-277"
"6020","MACKAY/CAPRICORN","21-278"
"6021","MACKAY/CAPRICORN","21-279"
"6022","MACKAY/CAPRICORN","23-061c"
"6023","MACKAY/CAPRICORN","23-061d"
"6024","MACKAY/CAPRICORN","23-061e"
"6025","MACKAY/CAPRICORN","23-061a"
"6026","MACKAY/CAPRICORN","21-249"
"6027","MACKAY/CAPRICORN","21-265"
"6028","MACKAY/CAPRICORN","21-267"
"6029","MACKAY/CAPRICORN","21-374"
"6030","MACKAY/CAPRICORN","21-291"
"6031","MACKAY/CAPRICORN","21-272"
"6032","MACKAY/CAPRICORN","21-274"
"6033","MACKAY/CAPRICORN","21-301"
"6034","MACKAY/CAPRICORN","21-406"
"6035","MACKAY/CAPRICORN","21-280"
"6036","MACKAY/CAPRICORN","21-414a"
"6037","MACKAY/CAPRICORN","21-414b"
"6038","MACKAY/CAPRICORN","21-415"
"6039","MACKAY/CAPRICORN","23-076"
"6040","MACKAY/CAPRICORN","21-378"
"6041","MACKAY/CAPRICORN","21-296"
"6042","MACKAY/CAPRICORN","21-398"
"6043","MACKAY/CAPRICORN","21-401"
"6044","MACKAY/CAPRICORN","21-403a"
"6045","MACKAY/CAPRICORN","21-403b"
"6046","MACKAY/CAPRICORN","21-402"
"6047","MACKAY/CAPRICORN","21-238"
"6048","MACKAY/CAPRICORN","21-322"
"6049","MACKAY/CAPRICORN","21-241"
"6050","MACKAY/CAPRICORN","21-331"
"6051","MACKAY/CAPRICORN","21-333"
"6052","MACKAY/CAPRICORN","21-316"
"6053","MACKAY/CAPRICORN","21-317"
"6054","MACKAY/CAPRICORN","21-318"
"6055","MACKAY/CAPRICORN","21-319"
"6056","MACKAY/CAPRICORN","21-320"
"6057","MACKAY/CAPRICORN","21-324a"
"6058","MACKAY/CAPRICORN","21-324b"
"6059","MACKAY/CAPRICORN","21-425a"
"6060","MACKAY/CAPRICORN","21-327"
"6061","MACKAY/CAPRICORN","21-329"
"6062","MACKAY/CAPRICORN","21-256"
"6063","MACKAY/CAPRICORN","21-358a"
"6064","MACKAY/CAPRICORN","21-358b"
"6065","MACKAY/CAPRICORN","21-355"
"6066","MACKAY/CAPRICORN","21-334"
"6067","MACKAY/CAPRICORN","21-338"
"6068","MACKAY/CAPRICORN","21-436"
"6069","MACKAY/CAPRICORN","21-261"
"6070","MACKAY/CAPRICORN","21-363"
"6071","MACKAY/CAPRICORN","21-364"
"6072","MACKAY/CAPRICORN","21-365a"
"6073","MACKAY/CAPRICORN","21-365b"
"6074","MACKAY/CAPRICORN","24-008"
"6075","MACKAY/CAPRICORN","24-003"
"6076","MACKAY/CAPRICORN","24-009b"
"6077","MACKAY/CAPRICORN","24-009c"
"6078","MACKAY/CAPRICORN","21-424"
"6079","MACKAY/CAPRICORN","21-250b"
"6080","MACKAY/CAPRICORN","21-348"
"6081","MACKAY/CAPRICORN","21-349a"
"6082","MACKAY/CAPRICORN","21-349b"
"6083","MACKAY/CAPRICORN","21-350"
"6084","MACKAY/CAPRICORN","21-351"
"6085","MACKAY/CAPRICORN","21-345"
"6086","MACKAY/CAPRICORN","21-352"
"6087","MACKAY/CAPRICORN","21-359"
"6088","MACKAY/CAPRICORN","21-356"
"6089","MACKAY/CAPRICORN","21-380"
"6090","MACKAY/CAPRICORN","21-276"
"6091","MACKAY/CAPRICORN","21-281"
"6092","MACKAY/CAPRICORN","21-366"
"6093","MACKAY/CAPRICORN","21-360"
"6094","MACKAY/CAPRICORN","21-282"
"6095","MACKAY/CAPRICORN","21-387"
"6096","MACKAY/CAPRICORN","21-389"
"6097","MACKAY/CAPRICORN","21-379"
"6098","MACKAY/CAPRICORN","21-273"
"6099","MACKAY/CAPRICORN","21-275"
"6100","MACKAY/CAPRICORN","21-381"
"6101","MACKAY/CAPRICORN","21-382"
"6102","MACKAY/CAPRICORN","21-494"
"6103","MACKAY/CAPRICORN","21-498"
"6104","MACKAY/CAPRICORN","21-499"
"6105","MACKAY/CAPRICORN","21-391"
"6106","MACKAY/CAPRICORN","22-142"
"6107","MACKAY/CAPRICORN","22-143"
"6108","MACKAY/CAPRICORN","22-144"
"6109","MACKAY/CAPRICORN","21-490"
"6110","MACKAY/CAPRICORN","21-491"
"6111","MACKAY/CAPRICORN","21-209"
"6112","MACKAY/CAPRICORN","21-210"
"6113","MACKAY/CAPRICORN","21-212"
"6114","MACKAY/CAPRICORN","21-495"
"6115","MACKAY/CAPRICORN","21-496"
"6116","MACKAY/CAPRICORN","21-430"
"6117","MACKAY/CAPRICORN","21-431"
"6118","MACKAY/CAPRICORN","21-433"
"6119","MACKAY/CAPRICORN","22-148a"
"6120","MACKAY/CAPRICORN","23-034"
"6121","MACKAY/CAPRICORN","22-146a"
"6122","MACKAY/CAPRICORN","21-425b"
"6123","MACKAY/CAPRICORN","21-448"
"6124","MACKAY/CAPRICORN","21-428"
"6125","MACKAY/CAPRICORN","21-361"
"6126","MACKAY/CAPRICORN","21-362"
"6127","MACKAY/CAPRICORN","21-454"
"6128","MACKAY/CAPRICORN","21-455"
"6129","MACKAY/CAPRICORN","21-456"
"6130","MACKAY/CAPRICORN","22-838"
"6131","MACKAY/CAPRICORN","21-449"
"6132","MACKAY/CAPRICORN","21-442"
"6133","MACKAY/CAPRICORN","21-447"
"6134","MACKAY/CAPRICORN","21-446"
"6135","MACKAY/CAPRICORN","21-453"
"6136","MACKAY/CAPRICORN","21-473"
"6137","MACKAY/CAPRICORN","21-467"
"6138","MACKAY/CAPRICORN","21-163"
"6139","MACKAY/CAPRICORN","21-165"
"6140","MACKAY/CAPRICORN","21-166"
"6141","MACKAY/CAPRICORN","21-475"
"6142","MACKAY/CAPRICORN","21-476"
"6143","MACKAY/CAPRICORN","21-386"
"6144","MACKAY/CAPRICORN","21-474"
"6145","MACKAY/CAPRICORN","23-027"
"6146","MACKAY/CAPRICORN","22-155"
"6147","MACKAY/CAPRICORN","22-159"
"6148","MACKAY/CAPRICORN","22-161"
"6151","MACKAY/CAPRICORN","23-012e"
"6152","MACKAY/CAPRICORN","23-041"
"6153","MACKAY/CAPRICORN","23-043"
"6154","MACKAY/CAPRICORN","23-006"
"6155","MACKAY/CAPRICORN","23-022"
"6156","MACKAY/CAPRICORN","23-042b"
"6157","MACKAY/CAPRICORN","23-042a"
"6158","MACKAY/CAPRICORN","22-817"
"6159","MACKAY/CAPRICORN","22-818"
"6160","MACKAY/CAPRICORN","22-819"
"6162","MACKAY/CAPRICORN","23-044"
"6163","MACKAY/CAPRICORN","23-052a"
"6164","MACKAY/CAPRICORN","23-055c"
"6165","MACKAY/CAPRICORN","23-004b"
"6166","MACKAY/CAPRICORN","23-005"
"6167","MACKAY/CAPRICORN","23-067c"
"6168","MACKAY/CAPRICORN","22-825"
"6169","MACKAY/CAPRICORN","22-827"
"6170","MACKAY/CAPRICORN","22-831"
"6171","MACKAY/CAPRICORN","23-058"
"6172","MACKAY/CAPRICORN","23-056"
"6173","MACKAY/CAPRICORN","23-068"
"6174","MACKAY/CAPRICORN","23-017"
"6176","MACKAY/CAPRICORN","23-007"
"6177","MACKAY/CAPRICORN","23-074c"
"6178","MACKAY/CAPRICORN","23-014"
"6179","MACKAY/CAPRICORN","23-016"
"6180","MACKAY/CAPRICORN","23-018"
"6181","MACKAY/CAPRICORN","23-020"
"6183","MACKAY/CAPRICORN","23-024"
"6184","MACKAY/CAPRICORN","23-025"
"6185","MACKAY/CAPRICORN","23-054"
"6186","MACKAY/CAPRICORN","23-057"
"6187","MACKAY/CAPRICORN","23-023"
"6189","MACKAY/CAPRICORN","23-051"
"6190","MACKAY/CAPRICORN","23-053"
"6191","MACKAY/CAPRICORN","24-010"
"6192","MACKAY/CAPRICORN","23-067b"
"6193","MACKAY/CAPRICORN","23-069"
"6194","MACKAY/CAPRICORN","23-072"
"6195","MACKAY/CAPRICORN","23-074a"
"6196","MACKAY/CAPRICORN","23-055a"
"6197","MACKAY/CAPRICORN","23-059b"
"6201","MACKAY/CAPRICORN","23-067a"
"6202","MACKAY/CAPRICORN","23-074b"
"6203","MACKAY/CAPRICORN","23-019"
"6204","MACKAY/CAPRICORN","23-081"
"6205","MACKAY/CAPRICORN","23-070"
"6206","MACKAY/CAPRICORN","23-071"
"6207","MACKAY/CAPRICORN","22-146b"
"6208","MACKAY/CAPRICORN","23-083b"
"6211","MACKAY/CAPRICORN","23-082b"
"6212","MACKAY/CAPRICORN","23-083a"
"6213","MACKAY/CAPRICORN","23-087"
"6214","MACKAY/CAPRICORN","23-088b"
"6215","MACKAY/CAPRICORN","23-077"
"6216","MACKAY/CAPRICORN","22-147b"
"6217","MACKAY/CAPRICORN","22-152"
"6218","MACKAY/CAPRICORN","22-154"
"6219","MACKAY/CAPRICORN","22-156"
"6220","MACKAY/CAPRICORN","23-090"
"6223","MACKAY/CAPRICORN","20-369a"
"6225","MACKAY/CAPRICORN","24-009a"
"6226","MACKAY/CAPRICORN","23-082a"
"6227","MACKAY/CAPRICORN","22-149"
"6228","MACKAY/CAPRICORN","22-148c"
"6229","MACKAY/CAPRICORN","22-153"
"6230","MACKAY/CAPRICORN","22-157"
"6231","MACKAY/CAPRICORN","22-148b"
"6232","MACKAY/CAPRICORN","23-036"
"6233","MACKAY/CAPRICORN","23-045b"
"6234","MACKAY/CAPRICORN","23-045a"
"6235","MACKAY/CAPRICORN","22-158"
"6236","MACKAY/CAPRICORN","22-820"
"6237","MACKAY/CAPRICORN","22-821"
"6238","MACKAY/CAPRICORN","22-823"
"6239","MACKAY/CAPRICORN","22-816"
"6240","MACKAY/CAPRICORN","22-822"
"6241","MACKAY/CAPRICORN","22-824"
"6242","MACKAY/CAPRICORN","22-826"
"6243","MACKAY/CAPRICORN","22-828"
"6244","MACKAY/CAPRICORN","23-004a"
"6245","MACKAY/CAPRICORN","22-851"
"6246","MACKAY/CAPRICORN","23-002"
"6247","MACKAY/CAPRICORN","23-080"
"2892","TOWNSVILLE/WHITSUNDAY","17-071"
"2974","TOWNSVILLE/WHITSUNDAY","18-036"
"2976","TOWNSVILLE/WHITSUNDAY","17-053"
"2999","TOWNSVILLE/WHITSUNDAY","17-054"
"3184","TOWNSVILLE/WHITSUNDAY","18-029"
"3207","TOWNSVILLE/WHITSUNDAY","18-054c"
"3208","TOWNSVILLE/WHITSUNDAY","18-074"
"3310","TOWNSVILLE/WHITSUNDAY","18-004"
"3333","TOWNSVILLE/WHITSUNDAY","18-009"
"3334","TOWNSVILLE/WHITSUNDAY","18-014"
"3369","TOWNSVILLE/WHITSUNDAY","18-039"
"3378","TOWNSVILLE/WHITSUNDAY","18-046"
"3380","TOWNSVILLE/WHITSUNDAY","18-052a"
"3382","TOWNSVILLE/WHITSUNDAY","17-065"
"3385","TOWNSVILLE/WHITSUNDAY","17-066"
"3392","TOWNSVILLE/WHITSUNDAY","18-006"
"3393","TOWNSVILLE/WHITSUNDAY","18-007"
"3395","TOWNSVILLE/WHITSUNDAY","18-008"
"3396","TOWNSVILLE/WHITSUNDAY","18-005"
"3400","TOWNSVILLE/WHITSUNDAY","17-067"
"3402","TOWNSVILLE/WHITSUNDAY","17-068"
"3403","TOWNSVILLE/WHITSUNDAY","18-015"
"3404","TOWNSVILLE/WHITSUNDAY","18-016"
"3405","TOWNSVILLE/WHITSUNDAY","18-017"
"3406","TOWNSVILLE/WHITSUNDAY","18-021"
"3409","TOWNSVILLE/WHITSUNDAY","18-001"
"3411","TOWNSVILLE/WHITSUNDAY","17-069"
"3413","TOWNSVILLE/WHITSUNDAY","18-003"
"3421","TOWNSVILLE/WHITSUNDAY","18-027"
"3422","TOWNSVILLE/WHITSUNDAY","18-022"
"3423","TOWNSVILLE/WHITSUNDAY","18-011"
"3424","TOWNSVILLE/WHITSUNDAY","18-013"
"3425","TOWNSVILLE/WHITSUNDAY","18-010"
"3436","TOWNSVILLE/WHITSUNDAY","18-030"
"3437","TOWNSVILLE/WHITSUNDAY","18-032"
"3445","TOWNSVILLE/WHITSUNDAY","18-025"
"3448","TOWNSVILLE/WHITSUNDAY","18-040"
"3449","TOWNSVILLE/WHITSUNDAY","18-042"
"3450","TOWNSVILLE/WHITSUNDAY","18-043"
"3451","TOWNSVILLE/WHITSUNDAY","18-049a"
"3453","TOWNSVILLE/WHITSUNDAY","18-028"
"3454","TOWNSVILLE/WHITSUNDAY","18-031"
"3455","TOWNSVILLE/WHITSUNDAY","18-035"
"3458","TOWNSVILLE/WHITSUNDAY","18-044"
"3460","TOWNSVILLE/WHITSUNDAY","18-049c"
"3461","TOWNSVILLE/WHITSUNDAY","18-053"
"3462","TOWNSVILLE/WHITSUNDAY","18-054a"
"3463","TOWNSVILLE/WHITSUNDAY","18-054d"
"3465","TOWNSVILLE/WHITSUNDAY","18-049e"
"3466","TOWNSVILLE/WHITSUNDAY","18-038"
"3467","TOWNSVILLE/WHITSUNDAY","18-041"
"3468","TOWNSVILLE/WHITSUNDAY","18-045"
"3472","TOWNSVILLE/WHITSUNDAY","17-055"
"3473","TOWNSVILLE/WHITSUNDAY","17-056"
"3474","TOWNSVILLE/WHITSUNDAY","18-049b"
"3476","TOWNSVILLE/WHITSUNDAY","18-054g"
"3477","TOWNSVILLE/WHITSUNDAY","18-058"
"3478","TOWNSVILLE/WHITSUNDAY","18-054f"
"3479","TOWNSVILLE/WHITSUNDAY","18-059"
"3480","TOWNSVILLE/WHITSUNDAY","18-062"
"3481","TOWNSVILLE/WHITSUNDAY","18-049d"
"3482","TOWNSVILLE/WHITSUNDAY","18-050"
"3483","TOWNSVILLE/WHITSUNDAY","18-051"
"3485","TOWNSVILLE/WHITSUNDAY","18-061"
"3487","TOWNSVILLE/WHITSUNDAY","18-069a"
"3488","TOWNSVILLE/WHITSUNDAY","18-069b"
"3489","TOWNSVILLE/WHITSUNDAY","18-072"
"3490","TOWNSVILLE/WHITSUNDAY","18-068"
"3491","TOWNSVILLE/WHITSUNDAY","18-076"
"3492","TOWNSVILLE/WHITSUNDAY","18-070"
"3493","TOWNSVILLE/WHITSUNDAY","18-071"
"3494","TOWNSVILLE/WHITSUNDAY","18-052b"
"3495","TOWNSVILLE/WHITSUNDAY","18-054b"
"3497","TOWNSVILLE/WHITSUNDAY","18-078"
"3498","TOWNSVILLE/WHITSUNDAY","18-079"
"3499","TOWNSVILLE/WHITSUNDAY","18-080"
"3504","TOWNSVILLE/WHITSUNDAY","18-064"
"3505","TOWNSVILLE/WHITSUNDAY","18-065"
"3506","TOWNSVILLE/WHITSUNDAY","18-066"
"3507","TOWNSVILLE/WHITSUNDAY","18-067"
"3515","TOWNSVILLE/WHITSUNDAY","18-073"
"3516","TOWNSVILLE/WHITSUNDAY","18-077"
"3517","TOWNSVILLE/WHITSUNDAY","18-018"
"3521","TOWNSVILLE/WHITSUNDAY","18-020"
"3522","TOWNSVILLE/WHITSUNDAY","18-023"
"3523","TOWNSVILLE/WHITSUNDAY","18-026"
"3526","TOWNSVILLE/WHITSUNDAY","18-034"
"3537","TOWNSVILLE/WHITSUNDAY","18-019"
"3538","TOWNSVILLE/WHITSUNDAY","18-033"
"3539","TOWNSVILLE/WHITSUNDAY","18-037"
"3542","TOWNSVILLE/WHITSUNDAY","18-048"
"3546","TOWNSVILLE/WHITSUNDAY","18-024"
"3557","TOWNSVILLE/WHITSUNDAY","18-054e"
"3574","TOWNSVILLE/WHITSUNDAY","18-075"
"3652","TOWNSVILLE/WHITSUNDAY","20-096"
"3653","TOWNSVILLE/WHITSUNDAY","20-057c"
"3654","TOWNSVILLE/WHITSUNDAY","20-075a"
"3655","TOWNSVILLE/WHITSUNDAY","20-102d"
"3676","TOWNSVILLE/WHITSUNDAY","20-075b"
"3677","TOWNSVILLE/WHITSUNDAY","20-102e"
"3678","TOWNSVILLE/WHITSUNDAY","20-038"
"3679","TOWNSVILLE/WHITSUNDAY","20-039"
"3680","TOWNSVILLE/WHITSUNDAY","20-110"
"3681","TOWNSVILLE/WHITSUNDAY","20-106b"
"3682","TOWNSVILLE/WHITSUNDAY","20-114"
"3683","TOWNSVILLE/WHITSUNDAY","20-041l"
"3702","TOWNSVILLE/WHITSUNDAY","20-078h"
"3703","TOWNSVILLE/WHITSUNDAY","20-021"
"3704","TOWNSVILLE/WHITSUNDAY","20-041"
"3720","TOWNSVILLE/WHITSUNDAY","20-092"
"3721","TOWNSVILLE/WHITSUNDAY","20-091"
"3722","TOWNSVILLE/WHITSUNDAY","20-028d"
"3741","TOWNSVILLE/WHITSUNDAY","20-028e"
"3742","TOWNSVILLE/WHITSUNDAY","20-028f"
"3743","TOWNSVILLE/WHITSUNDAY","20-028g"
"3744","TOWNSVILLE/WHITSUNDAY","20-028h"
"3745","TOWNSVILLE/WHITSUNDAY","20-074"
"3746","TOWNSVILLE/WHITSUNDAY","20-083"
"3747","TOWNSVILLE/WHITSUNDAY","20-067a"
"3810","TOWNSVILLE/WHITSUNDAY","20-028c"
"3824","TOWNSVILLE/WHITSUNDAY","20-025b"
"3825","TOWNSVILLE/WHITSUNDAY","20-099"
"3826","TOWNSVILLE/WHITSUNDAY","20-057b"
"3842","TOWNSVILLE/WHITSUNDAY","20-034"
"3843","TOWNSVILLE/WHITSUNDAY","20-106d"
"3844","TOWNSVILLE/WHITSUNDAY","20-060g"
"3845","TOWNSVILLE/WHITSUNDAY","20-050"
"3869","TOWNSVILLE/WHITSUNDAY","20-060b"
"3870","TOWNSVILLE/WHITSUNDAY","20-042d"
"3889","TOWNSVILLE/WHITSUNDAY","20-061"
"3890","TOWNSVILLE/WHITSUNDAY","20-058a"
"3902","TOWNSVILLE/WHITSUNDAY","20-048"
"3918","TOWNSVILLE/WHITSUNDAY","20-073"
"3919","TOWNSVILLE/WHITSUNDAY","20-078f"
"3943","TOWNSVILLE/WHITSUNDAY","20-108"
"3944","TOWNSVILLE/WHITSUNDAY","20-109"
"3945","TOWNSVILLE/WHITSUNDAY","20-106a"
"3946","TOWNSVILLE/WHITSUNDAY","20-113"
"3947","TOWNSVILLE/WHITSUNDAY","20-107"
"3972","TOWNSVILLE/WHITSUNDAY","20-085"
"3973","TOWNSVILLE/WHITSUNDAY","20-067b"
"3992","TOWNSVILLE/WHITSUNDAY","20-020"
"3993","TOWNSVILLE/WHITSUNDAY","20-041z"
"3994","TOWNSVILLE/WHITSUNDAY","20-088"
"3995","TOWNSVILLE/WHITSUNDAY","20-069"
"3996","TOWNSVILLE/WHITSUNDAY","19-086"
"3997","TOWNSVILLE/WHITSUNDAY","19-021"
"3998","TOWNSVILLE/WHITSUNDAY","19-099"
"3999","TOWNSVILLE/WHITSUNDAY","19-106"
"4000","TOWNSVILLE/WHITSUNDAY","19-201"
"4001","TOWNSVILLE/WHITSUNDAY","20-041c"
"4002","TOWNSVILLE/WHITSUNDAY","20-102b"
"4003","TOWNSVILLE/WHITSUNDAY","20-041w"
"4004","TOWNSVILLE/WHITSUNDAY","20-041t"
"4005","TOWNSVILLE/WHITSUNDAY","20-041u"
"4006","TOWNSVILLE/WHITSUNDAY","20-065b"
"4007","TOWNSVILLE/WHITSUNDAY","20-090d"
"4008","TOWNSVILLE/WHITSUNDAY","20-090a"
"4009","TOWNSVILLE/WHITSUNDAY","20-090c"
"4010","TOWNSVILLE/WHITSUNDAY","20-028b"
"4011","TOWNSVILLE/WHITSUNDAY","20-015a"
"4012","TOWNSVILLE/WHITSUNDAY","19-038f"
"4013","TOWNSVILLE/WHITSUNDAY","19-041"
"4014","TOWNSVILLE/WHITSUNDAY","18-107"
"4015","TOWNSVILLE/WHITSUNDAY","20-010a"
"4016","TOWNSVILLE/WHITSUNDAY","20-025a"
"4017","TOWNSVILLE/WHITSUNDAY","20-089"
"4018","TOWNSVILLE/WHITSUNDAY","20-101"
"4019","TOWNSVILLE/WHITSUNDAY","20-035d"
"4020","TOWNSVILLE/WHITSUNDAY","20-036"
"4021","TOWNSVILLE/WHITSUNDAY","20-041n"
"4022","TOWNSVILLE/WHITSUNDAY","18-100a"
"4023","TOWNSVILLE/WHITSUNDAY","19-063a"
"4024","TOWNSVILLE/WHITSUNDAY","19-066"
"4025","TOWNSVILLE/WHITSUNDAY","19-069"
"4026","TOWNSVILLE/WHITSUNDAY","19-088"
"4027","TOWNSVILLE/WHITSUNDAY","20-093"
"4028","TOWNSVILLE/WHITSUNDAY","20-030"
"4029","TOWNSVILLE/WHITSUNDAY","20-070"
"4030","TOWNSVILLE/WHITSUNDAY","20-041h"
"4031","TOWNSVILLE/WHITSUNDAY","20-041j"
"4032","TOWNSVILLE/WHITSUNDAY","20-063"
"4033","TOWNSVILLE/WHITSUNDAY","19-074b"
"4034","TOWNSVILLE/WHITSUNDAY","19-172"
"4035","TOWNSVILLE/WHITSUNDAY","19-174"
"4036","TOWNSVILLE/WHITSUNDAY","19-176"
"4037","TOWNSVILLE/WHITSUNDAY","19-178"
"4038","TOWNSVILLE/WHITSUNDAY","19-084"
"4039","TOWNSVILLE/WHITSUNDAY","19-181"
"4040","TOWNSVILLE/WHITSUNDAY","19-183"
"4041","TOWNSVILLE/WHITSUNDAY","19-308"
"4042","TOWNSVILLE/WHITSUNDAY","20-102c"
